"","Dolphin.ID","Dolphin.Name","Sex","Mother.ID","Haplotype","Birth.Date","Birth.Date.Primary.Assigner","Birth.Date.Accuracy","Death.Date","Death.Date.Primary.Assigner","Death.Date.Accuracy","NextCalfBDay","NextCalfBDayAccuracy","NextCalfName","NextCalfID","NextCalfBDayAssigner","Mom.Name","MomBDay","MomDDay","CalfAgeDeath","MomAgeBirth","TimeToNextBirth","DeathMonth","Season"
"1","PER","PERIWINKLE","MALE","ALG","E",1989-12-01,"JM","MONTH ESTIMATE",1990-08-31,"JM","WEEK ESTIMATE",1991-10-25,"DAY ESTIMATE","OYSTER","OYS","JM","ALGAE",1969-11-01,2004-05-01,273,7335,420,8,0
"2","EDN","EDNA","UNKNOWN","ALT",NA,2014-10-15,"JM","WEEK ESTIMATE",2014-12-07,"MMW","DAY ESTIMATE",2016-02-15,"MONTH ESTIMATE","ODYSSEY","ODY","VF","ALTHEA",1988-11-01,NA,53,9479,435,12,1
"3","ADI","ADIA",NA,"ALT",NA,2020-11-20,"JM","WEEK ESTIMATE",2021-02-01,"VF","MONTH ESTIMATE",2022-04-30,"WEEK ESTIMATE","ETHEL","ETH","JM","ALTHEA",1988-11-01,NA,73,11707,453,2,0
"4","CNC","CANCER",NA,"ARI",NA,2003-11-01,"MK","MONTH ESTIMATE",2004-07-11,"JM","DAY ESTIMATE",2005-11-01,"MONTH ESTIMATE","PISCES","PSC","EK","ARIES",1991-11-01,NA,253,4383,478,7,0
"5","GEM","GEMINI","UNKNOWN","ARI",NA,2012-03-01,"EK","MONTH ESTIMATE",2013-03-03,"JM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"ARIES",1991-11-01,NA,367,7426,NA,3,0
"6","MLA","MILA",NA,"ASN","H",2018-12-10,"JM","DAY ESTIMATE",2019-03-01,"JM","MONTH ESTIMATE",2020-10-01,"MONTH ESTIMATE","TATE","TTE","JM","ASHTON",2004-01-01,2021-05-01,81,5457,580,3,0
"7","TTE","TATE",NA,"ASN","H",2020-10-01,"JM","MONTH ESTIMATE",2021-05-01,"MHM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"ASHTON",2004-01-01,2021-05-01,212,6118,NA,5,0
"8","ATL","ATLAS","UNKNOWN","ATH","E",2009-10-21,"MAS","WEEK ESTIMATE",2010-03-17,"SAS","MONTH ESTIMATE",2011-10-20,"DAY ESTIMATE","PERSEPHONE","PSP","EK","ATHENA",1985-11-01,NA,147,8755,582,3,0
"9","CPT","CAPOTE","UNKNOWN","ATW",NA,2014-10-01,"JM","WEEK ESTIMATE",2014-12-06,"CBK","WEEK ESTIMATE",2021-11-01,"MONTH ESTIMATE","OFFRED","OFR","JM","ATWOOD",1984-11-01,NA,66,10926,2522,12,1
"10","OFR","OFFRED",NA,"ATW",NA,2021-11-01,"JM","MONTH ESTIMATE",2022-05-06,"JM","WEEK ESTIMATE",NA,NA,NA,NA,NA,"ATWOOD",1984-11-01,NA,186,13514,NA,5,0
"11","SOK","SPOOK",NA,"BAD","E",2002-10-20,"JJW","WEEK ESTIMATE",2003-12-30,"JM","MONTH ESTIMATE",2005-05-01,"MONTH ESTIMATE","GHOUL","GHL","RCC","BADGHOST",1982-11-01,NA,436,7293,488,12,1
"12","SEN","SEANCE","UNKNOWN","BAD","E",2009-10-15,"MAS","WEEK ESTIMATE",2010-03-17,"SAS","MONTH ESTIMATE",2011-09-12,"DAY ESTIMATE","YETI","YTI","JM","BADGHOST",1982-11-01,NA,153,9845,544,3,0
"13","YTI","YETI","UNKNOWN","BAD","E",2011-09-12,"JM","DAY ESTIMATE",2013-01-28,"JM","MONTH ESTIMATE",2018-12-01,"WEEK ESTIMATE","SPECTER","SPR","EK","BADGHOST",1982-11-01,NA,504,10542,2133,1,1
"14","SPR","SPECTER",NA,"BAD","E",2018-12-01,"EK","WEEK ESTIMATE",2019-05-04,"JM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"BADGHOST",1982-11-01,NA,154,13179,NA,5,0
"15","GLD","GOLDEE",NA,"BEA",NA,1981-11-01,"AFR","MONTH ESTIMATE",1982-05-01,"JM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"BEAUTIFUL",1963-11-01,1982-06-01,181,6575,NA,5,0
"16","TRC","TRISCUIT",NA,"BIS","E",1992-11-01,"JM","MONTH ESTIMATE",1994-07-02,"JM","MONTH ESTIMATE",1996-11-01,"MONTH ESTIMATE","BAGEL","BAG","JM","BISCUIT",1965-11-01,2007-05-01,608,9862,853,7,0
"17","DRO","DRONE","MALE","BLI","E",1988-11-01,"JM","WEEK ESTIMATE",1990-06-25,"JM","WEEK ESTIMATE",1993-12-01,"MONTH ESTIMATE","RIPLEY","RIP","JM","BLIP",1970-11-01,2020-05-01,601,6575,1255,6,0
"18","BLP","BLOOPER","UNKNOWN","BLI","E",2012-08-23,"JM","DAY ESTIMATE",2013-02-06,"JM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"BLIP",1970-11-01,2020-05-01,167,15271,NA,2,0
"19","DOA","DOONA","UNKNOWN","BLK","A",2011-11-22,"EK","DAY ESTIMATE",2012-04-13,"SAS","MONTH ESTIMATE",2013-08-01,"WEEK ESTIMATE","SNUGGIE","SGG","MMW","BLANKIE",1996-11-01,NA,143,5499,475,4,0
"20","WAP","WASP","UNKNOWN","BMB",NA,2010-10-04,"EK","DAY ESTIMATE",2011-03-26,"JM","MONTH ESTIMATE",2013-02-14,"MONTH ESTIMATE","HORNET","HNT","JM","BUMBLEBEE",1980-11-01,2017-05-01,173,10929,691,3,0
"21","QSR","QUASAR","UNKNOWN","BMN",NA,2010-01-01,"JM","MONTH ESTIMATE",2011-02-06,"JM","MONTH ESTIMATE",2012-11-01,"MONTH ESTIMATE","WYNKOOP","WYK","JM","BLUEMOON",1991-11-01,NA,401,6636,634,2,0
"22","WYK","WYNKOOP","UNKNOWN","BMN",NA,2012-11-01,"JM","MONTH ESTIMATE",2013-12-31,"JM","MONTH ESTIMATE",2021-12-01,"MONTH ESTIMATE","CORONA","CNA","VF","BLUEMOON",1991-11-01,NA,425,7671,2892,12,1
"23","CNA","CORONA",NA,"BMN",NA,2021-12-01,"VF","MONTH ESTIMATE",2023-01-12,"VF","MONTH ESTIMATE",NA,NA,NA,NA,NA,"BLUEMOON",1991-11-01,NA,407,10988,NA,1,1
"24","POG","POGO","MALE","BNG","H",2014-10-06,"JM","WEEK ESTIMATE",2015-08-27,"JM","DAY ESTIMATE",2017-11-07,"WEEK ESTIMATE","FLEX","FLE","CBK","BUNGIE",2000-11-01,2019-05-01,325,5087,803,8,0
"25","BUN","BUN",NA,"BRE","A",1995-11-01,"JM","MONTH ESTIMATE",1996-11-22,"JM","MONTH ESTIMATE",1998-03-01,"MONTH ESTIMATE","BREKI","BRK","JM","BREAD",1977-11-01,NA,387,6574,464,11,1
"26","BGT","BAGUETTE","UNKNOWN","BRE","A",2013-09-01,"EK","WEEK ESTIMATE",2014-04-11,"JM","MONTH ESTIMATE",2019-11-01,"DAY ESTIMATE","BRICOLE","BCE","MHM","BREAD",1977-11-01,NA,222,13088,2030,4,0
"27","BCE","BRICOLE",NA,"BRE","A",2019-11-01,"MHM","DAY ESTIMATE",2019-11-24,"MHM","WEEK ESTIMATE",2021-11-01,"MONTH ESTIMATE","BRIOCHE","BIC","VF","BREAD",1977-11-01,NA,23,15340,708,11,1
"28","BOZ","BONZER","UNKNOWN","BSS","A",2015-11-08,"JM","DAY ESTIMATE",2016-01-10,"JM","DAY ESTIMATE",2017-01-31,"DAY ESTIMATE","DIVINE","DIV","CCC","BLISS",1998-12-12,2019-07-26,63,6175,387,1,1
"29","DIV","DIVINE","UNKNOWN","BSS","A",2017-01-31,"CCC","DAY ESTIMATE",2017-04-14,"EK","WEEK ESTIMATE",2018-10-27,"DAY ESTIMATE","BADABING","BDA","TCC","BLISS",1998-12-12,2019-07-26,73,6625,561,4,0
"30","BDA","BADABING","FEMALE","BSS","A",2018-10-27,"TCC","DAY ESTIMATE",2019-04-07,"JM","DAY ESTIMATE",NA,NA,NA,NA,NA,"BLISS",1998-12-12,2019-07-26,162,7259,NA,4,0
"31","SWL","SWELL",NA,"BUL",NA,1988-11-01,"JM","MONTH ESTIMATE",1991-09-03,"JM","MONTH ESTIMATE",1992-11-01,"MONTH ESTIMATE","BLOAT","BLT","JM","BULGE",1972-11-01,2003-05-01,1036,5844,425,9,1
"32","BLT","BLOAT",NA,"BUL",NA,1992-11-01,"JM","MONTH ESTIMATE",1993-10-04,NA,"MONTH ESTIMATE",1997-11-01,"MONTH ESTIMATE","SURGE","SRG","CF","BULGE",1972-11-01,2003-05-01,337,7305,1489,10,1
"33","SRG","SURGE",NA,"BUL",NA,1997-11-01,"CF","MONTH ESTIMATE",1998-03-20,"JM","MONTH ESTIMATE",2000-10-28,"WEEK ESTIMATE","BURST","BST","RW","BULGE",1972-11-01,2003-05-01,139,9131,953,3,0
"34","BOS","BOSTON",NA,"BYT","H",2000-10-01,"RW","WEEK ESTIMATE",2002-01-07,"JM","MONTH ESTIMATE",2003-11-18,"WEEK ESTIMATE","MEGABYTE","MEG","JM","BYTFLUKE",1972-11-01,NA,463,10196,680,1,1
"35","MEG","MEGABYTE",NA,"BYT","H",2003-11-18,"JM","WEEK ESTIMATE",2005-05-13,"JM","MONTH ESTIMATE",2008-12-01,"WEEK ESTIMATE","GOOGLE","GGL","JM","BYTFLUKE",1972-11-01,NA,542,11339,1298,5,0
"36","CLD","COOLIDGE",NA,"CAL","H",1997-12-01,"MRH","MONTH ESTIMATE",1999-05-01,"JM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"CALVIN",1982-11-01,1999-05-01,516,5509,NA,5,0
"37","LSD","LEAFY SEADRAGON",NA,"CLO","E",2019-01-01,"JM","WEEK ESTIMATE",2019-12-07,"JM","MONTH ESTIMATE",2021-01-01,"MONTH ESTIMATE","CUTTLEFISH","CTL","JM","CLOWNFISH",1992-11-01,NA,340,9557,391,12,1
"38","CTL","CUTTLEFISH",NA,"CLO","E",2021-01-01,"JM","MONTH ESTIMATE",2022-12-11,"VF","MONTH ESTIMATE",NA,NA,NA,NA,NA,"CLOWNFISH",1992-11-01,NA,709,10288,NA,12,1
"39","SMK","SHAMROCK","UNKNOWN","CLV","A",2016-11-01,"JM","MONTH ESTIMATE",2018-03-02,"JM","MONTH ESTIMATE",2020-11-01,"MONTH ESTIMATE","ALFALFA","ALF","VF","CLOVER",1996-11-01,NA,486,7305,975,3,0
"40","TLN","TALON","UNKNOWN","CLW",NA,2013-11-01,"JM","MONTH ESTIMATE",2015-04-26,"JM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"CLAW",1991-11-01,NA,541,8036,NA,4,0
"41","BEY","BEYONCE","UNKNOWN","COI","D",2017-01-01,"EK","WEEK ESTIMATE",2017-03-01,"EK","MONTH ESTIMATE",2018-11-15,"MONTH ESTIMATE","MINAJ","MNJ","EK","COOLIO",1999-11-01,NA,59,6271,624,3,0
"42","MNJ","MINAJ","UNKNOWN","COI","D",2018-11-15,"EK","MONTH ESTIMATE",2019-03-31,"JM","MONTH ESTIMATE",2020-11-01,"MONTH ESTIMATE","CARDI B","CIB","VF","COOLIO",1999-11-01,NA,136,6954,581,3,0
"43","STL","STALLION",NA,"COL",NA,1997-11-01,"JM","MONTH ESTIMATE",1998-01-02,"JM","WEEK ESTIMATE",2000-11-01,"MONTH ESTIMATE","CIGAR","CIG","JM","COLT",1983-11-01,2005-05-01,62,5114,1034,1,1
"44","CIG","CIGAR","UNKNOWN","COL",NA,2000-11-01,"JM","MONTH ESTIMATE",2001-10-01,"JM","MONTH ESTIMATE",2002-11-01,"MONTH ESTIMATE","SEABISCUIT","SEB","LAB","COLT",1983-11-01,2005-05-01,334,6210,396,10,1
"45","AOV","ALOE VERA","UNKNOWN","COP","A",2014-11-01,"EK","WEEK ESTIMATE",2016-01-11,"JM","MONTH ESTIMATE",2023-11-01,"MONTH ESTIMATE","ZINC","ZNC","CCC","COPPERTONE",2001-11-01,NA,436,4748,2851,1,1
"46","GOA","GOALIE",NA,"COR","A",2008-11-05,"JM","WEEK ESTIMATE",2009-05-11,"JM","MONTH ESTIMATE",2010-09-23,"DAY ESTIMATE","OFFSIDE","OFS","EK","CORNER",1990-10-01,2011-05-01,187,6610,500,5,0
"47","OFS","OFFSIDE","UNKNOWN","COR","A",2010-09-23,"EK","DAY ESTIMATE",2011-05-01,NA,"MONTH ESTIMATE",NA,NA,NA,NA,NA,"CORNER",1990-10-01,2011-05-01,220,7297,NA,5,0
"48","PII","PII",NA,"COS",NA,1989-12-01,"JM","MONTH ESTIMATE",1990-07-07,"JM","MONTH ESTIMATE",1992-10-01,"WEEK ESTIMATE","OBTUSE","OBS","JM","COSINE",1962-11-01,1995-11-01,218,9892,817,7,0
"49","OBS","OBTUSE",NA,"COS",NA,1992-10-01,"JM","WEEK ESTIMATE",1993-02-26,NA,"MONTH ESTIMATE",NA,NA,NA,NA,NA,"COSINE",1962-11-01,1995-11-01,148,10927,NA,2,0
"50","FUD","FUDGE","MALE","CRO","E",1986-11-01,"JM","MONTH ESTIMATE",1987-04-05,"RAS","DAY ESTIMATE",1988-10-06,"DAY ESTIMATE","COOKIE","COO","RCC","CROOKEDFIN",1960-11-01,1992-05-08,155,9496,550,4,0
"51","TFC","TRAFFIC","UNKNOWN","CRS","A",2009-03-01,"JM","MONTH ESTIMATE",2010-03-21,"SAS","MONTH ESTIMATE",NA,NA,NA,NA,NA,"CRASH",1991-11-01,NA,385,6330,NA,3,0
"52","TWL","TWIRLY","UNKNOWN","CUR","D",2012-10-07,"EK","DAY ESTIMATE",2013-04-29,"JM","MONTH ESTIMATE",2015-02-15,"WEEK ESTIMATE","CORKSCREW","CRK","EK","CURLY",1983-11-01,NA,204,10568,657,4,0
"53","RGL","RINGLET",NA,"CUR","D",2021-11-01,"VF","MONTH ESTIMATE",2023-07-13,"MMQ","MONTH ESTIMATE",NA,NA,NA,NA,NA,"CURLY",1983-11-01,NA,619,13880,NA,7,0
"54","PNC","PINOCCHIO",NA,"CYR",NA,2001-12-01,"RCC","MONTH ESTIMATE",2002-12-17,"JM","MONTH ESTIMATE",2009-01-03,"DAY ESTIMATE","CLEOPATRA","CLE","CCC","CYRANO",1989-11-01,NA,381,4413,2209,12,1
"55","CYU","CYRUS","UNKNOWN","CYR",NA,2016-12-01,"EK","WEEK ESTIMATE",2017-04-27,"JM","WEEK ESTIMATE",2018-12-01,"WEEK ESTIMATE","CASANOVA","CSA","JM","CYRANO",1989-11-01,NA,147,9892,583,4,0
"56","CSA","CASANOVA","UNKNOWN","CYR",NA,2018-12-01,"JM","WEEK ESTIMATE",2019-05-01,"VF","WEEK ESTIMATE",NA,NA,NA,NA,NA,"CYRANO",1989-11-01,NA,151,10622,NA,5,0
"57","QNC","QUENCH",NA,"DCH","A",2023-11-02,"MMQ","DAY ESTIMATE",2024-02-28,"CCC","WEEK ESTIMATE",NA,NA,NA,NA,NA,"DRENCH",2011-02-15,NA,118,4643,NA,2,0
"58","DDO","DODO",NA,"DEM","H",2020-11-15,"JM","WEEK ESTIMATE",2021-06-19,"VF","MONTH ESTIMATE",2023-11-02,"DAY ESTIMATE","DULCE","DUL","MMQ","DEMI",1986-11-01,NA,216,12433,866,6,0
"59","DOO","DOODLE",NA,"DID","H",1997-12-15,"MRH","MONTH ESTIMATE",1998-05-05,"JM","MONTH ESTIMATE",2000-01-01,"MONTH ESTIMATE","FIDDLE","FDD","JM","DIDDLE",1972-11-01,2007-05-01,141,9175,606,5,0
"60","FDD","FIDDLE",NA,"DID","H",2000-01-01,"JM","MONTH ESTIMATE",2000-05-13,"JM","DAY ESTIMATE",2002-11-02,"WEEK ESTIMATE","DABBLE","DAB","CF","DIDDLE",1972-11-01,2007-05-01,133,9922,903,5,0
"61","DAB","DABBLE",NA,"DID","H",2002-11-02,"CF","WEEK ESTIMATE",2003-01-27,"JM","MONTH ESTIMATE",2005-11-20,"WEEK ESTIMATE","PUDDLE","PUD","JM","DIDDLE",1972-11-01,2007-05-01,86,10958,1028,1,1
"62","PUD","PUDDLE",NA,"DID","H",2005-11-20,"JM","WEEK ESTIMATE",2006-03-22,"JM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"DIDDLE",1972-11-01,2007-05-01,122,12072,NA,3,0
"63","DKE","DUKE","UNKNOWN","DUC","E",2009-12-15,"JM","MONTH ESTIMATE",2010-07-26,"SAS","MONTH ESTIMATE",2013-02-15,"MONTH ESTIMATE","MARQUIS","MRQ","JM","DUCHESS",1993-12-22,NA,223,5837,935,7,0
"64","MRQ","MARQUIS","UNKNOWN","DUC","E",2013-02-15,"JM","MONTH ESTIMATE",2015-03-20,"JM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"DUCHESS",1993-12-22,NA,763,6995,NA,3,0
"65","EIN","EINSTEIN",NA,"DUN",NA,2004-10-10,"MRH","DAY ESTIMATE",2005-04-08,"JM","WEEK ESTIMATE",2010-04-15,"WEEK ESTIMATE","KLUTZ","KTZ","EMP","DUNCE",1982-11-01,2010-07-01,180,8014,1833,4,0
"66","KTZ","KLUTZ","UNKNOWN","DUN",NA,2010-04-15,"EMP","WEEK ESTIMATE",2010-07-01,"JM","WEEK ESTIMATE",NA,NA,NA,NA,NA,"DUNCE",1982-11-01,2010-07-01,77,10027,NA,7,0
"67","DUM","DUMBO","UNKNOWN","DUR",NA,2009-12-01,"JM","MONTH ESTIMATE",2010-07-17,"JM","MONTH ESTIMATE",2011-11-21,"DAY ESTIMATE","DEUCE","DEU","EK","DURAK",1998-11-01,2019-05-01,228,4048,492,7,0
"68","ROG","ROGERS",NA,"DUU",NA,2000-11-01,"RCC","MONTH ESTIMATE",2002-05-20,"EK","MONTH ESTIMATE",NA,NA,NA,NA,NA,"DOUBLEYOU",1979-11-01,2008-05-01,565,7671,NA,5,0
"69","HLD","HOLIDAY","UNKNOWN","EDE","E",2015-12-19,"JM","DAY ESTIMATE",2016-03-27,"CCC","DAY ESTIMATE",2019-02-04,"DAY ESTIMATE","SUMMER","SMM","DIC","EDEN",2003-11-19,NA,99,4413,1044,3,0
"70","GRD","GREEDY",NA,"EED","D",2003-11-01,"JM","MONTH ESTIMATE",2004-10-12,"JM","DAY ESTIMATE",2005-11-01,"MONTH ESTIMATE","PEEWEE","PWE","JM","EED",1974-11-01,2018-05-01,346,10592,385,10,1
"71","MTC","MATCHA",NA,"ESP","E",2022-10-17,"ERJ","DAY ESTIMATE",2023-02-02,"VF","MONTH ESTIMATE",2024-10-08,"DAY ESTIMATE","CAPPUCCINO","CPC","MMQ","ESPRESSO",1991-11-01,NA,108,11308,614,2,0
"72","TUB","TUBBY",NA,"FAT","A",1985-01-01,"RAS","MONTH ESTIMATE",1985-07-13,"JM","DAY ESTIMATE",1991-12-15,"MONTH ESTIMATE","OBE","OBE","JM","FATFIN",1972-11-01,2005-05-01,193,4444,2346,7,0
"73","OBE","OBE",NA,"FAT","A",1991-12-15,"JM","MONTH ESTIMATE",1992-03-27,"JM","MONTH ESTIMATE",1993-11-01,"WEEK ESTIMATE","HUCKLEBERRY","HCK","JM","FATFIN",1972-11-01,2005-05-01,103,6983,584,3,0
"74","HCK","HUCKLEBERRY",NA,"FAT","A",1993-11-01,"JM","WEEK ESTIMATE",1994-02-07,"JM","DAY ESTIMATE",1996-10-06,"DAY ESTIMATE","TWIGGY","TWG","KH","FATFIN",1972-11-01,2005-05-01,98,7670,972,2,0
"75","TWG","TWIGGY",NA,"FAT","A",1996-10-06,"KH","DAY ESTIMATE",1997-06-20,"JM","WEEK ESTIMATE",1999-11-03,"DAY ESTIMATE","BLUBBY","BBB","DIC","FATFIN",1972-11-01,2005-05-01,257,8740,866,6,0
"76","BBB","BLUBBY",NA,"FAT","A",1999-11-03,"DIC","DAY ESTIMATE",2000-01-04,"JM","DAY ESTIMATE",NA,NA,NA,NA,NA,"FATFIN",1972-11-01,2005-05-01,62,9863,NA,1,1
"77","FLT","FLOAT",NA,"FLI","E",2003-10-11,"JJW","DAY ESTIMATE",2003-10-12,"JJW","DAY ESTIMATE",2004-12-01,"MONTH ESTIMATE","FRODO","FDO","QAG","FLIP",1983-11-01,2008-07-23,1,7284,416,10,1
"78","FDO","FRODO",NA,"FLI","E",2004-12-01,"QAG","MONTH ESTIMATE",2005-06-13,"JM","WEEK ESTIMATE",2008-01-12,"DAY ESTIMATE","FLY","FLY","JM","FLIP",1983-11-01,2008-07-23,194,7701,943,6,0
"79","FLY","FLY","MALE","FLI","E",2008-01-12,"JM","DAY ESTIMATE",2008-07-23,"EK","DAY ESTIMATE",NA,NA,NA,NA,NA,"FLIP",1983-11-01,2008-07-23,193,8838,NA,7,0
"80","PHS","PHOSPHORESCENCE","UNKNOWN","FOA",NA,2014-10-15,"JM","WEEK ESTIMATE",2015-02-27,"JM","MONTH ESTIMATE",2017-11-01,"MONTH ESTIMATE","FIZZY","FZZ","JM","FOAM",1989-11-01,NA,135,9114,978,2,0
"81","BLL","BALL",NA,"FOO",NA,2003-11-01,"JM","MONTH ESTIMATE",2003-12-01,"JM","MONTH ESTIMATE",2005-02-01,"MONTH ESTIMATE","BOUNCE","BOU","JM","FOOTIE",1971-11-01,2016-05-01,30,11688,428,12,1
"82","BOU","BOUNCE",NA,"FOO",NA,2005-02-01,"JM","MONTH ESTIMATE",2005-12-30,"JM","MONTH ESTIMATE",2007-02-01,"WEEK ESTIMATE","FEVER","FEV","CCC","FOOTIE",1971-11-01,2016-05-01,332,12146,398,12,1
"83","IGO","IGOR",NA,"FRA","A",1996-12-01,"KH","MONTH ESTIMATE",1997-11-30,"JM","MONTH ESTIMATE",2003-12-15,"MONTH ESTIMATE","SWAMPTHANG","SWT","QAG","FRANKENFIN",1974-11-01,2012-05-01,364,8066,2206,11,1
"84","SWT","SWAMPTHANG",NA,"FRA","A",2003-12-15,"QAG","MONTH ESTIMATE",2006-02-03,"JM","MONTH ESTIMATE",2007-09-01,"MONTH ESTIMATE","HYDE","HDE","EK","FRANKENFIN",1974-11-01,2012-05-01,781,10636,575,2,0
"85","HDE","HYDE",NA,"FRA","A",2007-09-01,"EK","MONTH ESTIMATE",2009-01-28,NA,"MONTH ESTIMATE",NA,NA,NA,NA,NA,"FRANKENFIN",1974-11-01,2012-05-01,515,11992,NA,1,1
"86","MRJ","MARJORY",NA,"FRG",NA,2019-02-01,"VF","MONTH ESTIMATE",2020-02-04,"VF","MONTH ESTIMATE",2021-11-01,"MONTH ESTIMATE","GORG","GOG","JM","FRAGGELROCK",1997-11-01,NA,368,7762,636,2,0
"87","FRC","FROLIC","UNKNOWN","FRL","E",2016-11-01,"JM","MONTH ESTIMATE",2019-01-09,"JM","MONTH ESTIMATE",2021-09-01,"MONTH ESTIMATE","FOSSEY","FSS","VF","FRILLY",1995-11-01,NA,799,7671,966,1,1
"88","FRD","FRIDA","UNKNOWN","GAB","E",2013-10-21,"JM","DAY ESTIMATE",2014-03-14,"EK","MONTH ESTIMATE",2015-10-25,"DAY ESTIMATE","MANU","MNU","EK","GABRIELLA",1990-11-01,NA,144,8390,590,3,0
"89","MNU","MANU","UNKNOWN","GAB","E",2015-10-25,"EK","DAY ESTIMATE",2016-02-02,"JM","MONTH ESTIMATE",2024-09-15,"DAY ESTIMATE","SHARPAY","SAY","MMQ","GABRIELLA",1990-11-01,NA,100,9124,3148,2,0
"90","MFS","MAFIOSO",NA,"GAN",NA,2022-11-01,"VF","MONTH ESTIMATE",2024-03-16,"VF","MONTH ESTIMATE",NA,NA,NA,NA,NA,"GANGSTA",2004-10-15,NA,501,6591,NA,3,0
